Наименование;Артикул;Цена;Документы;Характеристики;Количество
Выключатель автоматический ВА57-35-340010-100А-1250-690AC-УХЛ3-АЭС-КЭАЗ;217054;15964.92;"Сайт https://keaz.ru/catalog/product/217054
Опросный лист ВА57 https://files.keaz.ru/f/20766/oprosniy-list-va57-.doc
Руководство по эксплуатации ВА57-35, ВА57Ф35 https://files.keaz.ru/f/7794/rukovodstvo-po-ekspluatacii-vikluchateley-avtomaticheskih-va57-35va57f35-gjik-641453.001re.pdf
Каталог ВА57 https://files.keaz.ru/f/4521/katalog-va57.pdf";"Предельная коммутационная способность переменного тока Icu (кА)2 = 30
Номинальная рабочая наибольшая отключающая способность Ics (% Icu) = 100
Предельная коммутационная способность переменного тока Icu при 690AC (кА) = 15
Предельная коммутационная способность переменного тока Icu при 400АС (кА) = 30";0
Выключатель автоматический ВА57-35-340010-100А-500-690AC-УХЛ3-АЭС-КЭАЗ;120712;16981.18;"Сайт https://keaz.ru/catalog/product/120712
Опросный лист ВА57 https://files.keaz.ru/f/20766/oprosniy-list-va57-.doc
Руководство по эксплуатации ВА57-35, ВА57Ф35 https://files.keaz.ru/f/7794/rukovodstvo-po-ekspluatacii-vikluchateley-avtomaticheskih-va57-35va57f35-gjik-641453.001re.pdf
Каталог ВА57 https://files.keaz.ru/f/4521/katalog-va57.pdf";"Предельная коммутационная способность переменного тока Icu (кА)2 = 30
Номинальная рабочая наибольшая отключающая способность Ics (% Icu) = 100
Предельная коммутационная способность переменного тока Icu при 690AC (кА) = 15
Предельная коммутационная способность переменного тока Icu при 400АС (кА) = 30";0
Выключатель автоматический ВА57-35-340010-125А-500-690AC-УХЛ3-АЭС-КЭАЗ;271972;17869.34;"Сайт https://keaz.ru/catalog/product/271972
Опросный лист ВА57 https://files.keaz.ru/f/20766/oprosniy-list-va57-.doc
Руководство по эксплуатации ВА57-35, ВА57Ф35 https://files.keaz.ru/f/7794/rukovodstvo-po-ekspluatacii-vikluchateley-avtomaticheskih-va57-35va57f35-gjik-641453.001re.pdf
Каталог ВА57 https://files.keaz.ru/f/4521/katalog-va57.pdf";"Предельная коммутационная способность переменного тока Icu (кА)2 = 35
Номинальная рабочая наибольшая отключающая способность Ics (% Icu) = 100
Предельная коммутационная способность переменного тока Icu при 690AC (кА) = 18
Предельная коммутационная способность переменного тока Icu при 400АС (кА) = 35";0
Выключатель автоматический ВА57-35-340010-160А-500-690AC-УХЛ3-АЭС-КЭАЗ;120713;17869.34;"Сайт https://keaz.ru/catalog/product/120713
Опросный лист ВА57 https://files.keaz.ru/f/20766/oprosniy-list-va57-.doc
Руководство по эксплуатации ВА57-35, ВА57Ф35 https://files.keaz.ru/f/7794/rukovodstvo-po-ekspluatacii-vikluchateley-avtomaticheskih-va57-35va57f35-gjik-641453.001re.pdf
Каталог ВА57 https://files.keaz.ru/f/4521/katalog-va57.pdf";"Предельная коммутационная способность переменного тока Icu (кА)2 = 35
Номинальная рабочая наибольшая отключающая способность Ics (% Icu) = 100
Предельная коммутационная способность переменного тока Icu при 690AC (кА) = 18
Предельная коммутационная способность переменного тока Icu при 400АС (кА) = 35";0
Выключатель автоматический ВА57-35-340010-16А-200-690AC-УХЛ3-АЭС-КЭАЗ;261876;16083.26;"Сайт https://keaz.ru/catalog/product/261876
Опросный лист ВА57 https://files.keaz.ru/f/20766/oprosniy-list-va57-.doc
Руководство по эксплуатации ВА57-35, ВА57Ф35 https://files.keaz.ru/f/7794/rukovodstvo-po-ekspluatacii-vikluchateley-avtomaticheskih-va57-35va57f35-gjik-641453.001re.pdf
Каталог ВА57 https://files.keaz.ru/f/4521/katalog-va57.pdf";"Предельная коммутационная способность переменного тока Icu (кА)2 = 3.5
Номинальная рабочая наибольшая отключающая способность Ics (% Icu) = 100
Предельная коммутационная способность переменного тока Icu при 690AC (кА) = 3.5
Предельная коммутационная способность переменного тока Icu при 400АС (кА) = 3.5";2
Выключатель автоматический ВА57-35-340010-200А-630-690AC-УХЛ3-АЭС-КЭАЗ;120714;16947.02;"Сайт https://keaz.ru/catalog/product/120714
Опросный лист ВА57 https://files.keaz.ru/f/20766/oprosniy-list-va57-.doc
Руководство по эксплуатации ВА57-35, ВА57Ф35 https://files.keaz.ru/f/7794/rukovodstvo-po-ekspluatacii-vikluchateley-avtomaticheskih-va57-35va57f35-gjik-641453.001re.pdf
Каталог ВА57 https://files.keaz.ru/f/4521/katalog-va57.pdf";"Предельная коммутационная способность переменного тока Icu (кА)2 = 40
Номинальная рабочая наибольшая отключающая способность Ics (% Icu) = 100
Предельная коммутационная способность переменного тока Icu при 690AC (кА) = 18
Предельная коммутационная способность переменного тока Icu при 400АС (кА) = 40";0
Выключатель автоматический ВА57-35-340010-250А-1250-690AC-УХЛ3-АЭС-КЭАЗ;120715;16947.02;"Сайт https://keaz.ru/catalog/product/120715
Опросный лист ВА57 https://files.keaz.ru/f/20766/oprosniy-list-va57-.doc
Руководство по эксплуатации ВА57-35, ВА57Ф35 https://files.keaz.ru/f/7794/rukovodstvo-po-ekspluatacii-vikluchateley-avtomaticheskih-va57-35va57f35-gjik-641453.001re.pdf
Каталог ВА57 https://files.keaz.ru/f/4521/katalog-va57.pdf";"Предельная коммутационная способность переменного тока Icu (кА)2 = 40
Номинальная рабочая наибольшая отключающая способность Ics (% Icu) = 100
Предельная коммутационная способность переменного тока Icu при 690AC (кА) = 18
Предельная коммутационная способность переменного тока Icu при 400АС (кА) = 40";0
Выключатель автоматический ВА57-35-340010-250А-2500-690AC-УХЛ3-АЭС-КЭАЗ;149523;16947.02;"Сайт https://keaz.ru/catalog/product/149523
Опросный лист ВА57 https://files.keaz.ru/f/20766/oprosniy-list-va57-.doc
Руководство по эксплуатации ВА57-35, ВА57Ф35 https://files.keaz.ru/f/7794/rukovodstvo-po-ekspluatacii-vikluchateley-avtomaticheskih-va57-35va57f35-gjik-641453.001re.pdf
Каталог ВА57 https://files.keaz.ru/f/4521/katalog-va57.pdf";"Предельная коммутационная способность переменного тока Icu (кА)2 = 40
Номинальная рабочая наибольшая отключающая способность Ics (% Icu) = 100
Предельная коммутационная способность переменного тока Icu при 690AC (кА) = 18
Предельная коммутационная способность переменного тока Icu при 400АС (кА) = 40";0
Выключатель автоматический ВА57-35-340010-63А-500-690AC-УХЛ3-АЭС-КЭАЗ;143054;16329.7;"Сайт https://keaz.ru/catalog/product/143054
Опросный лист ВА57 https://files.keaz.ru/f/20766/oprosniy-list-va57-.doc
Руководство по эксплуатации ВА57-35, ВА57Ф35 https://files.keaz.ru/f/7794/rukovodstvo-po-ekspluatacii-vikluchateley-avtomaticheskih-va57-35va57f35-gjik-641453.001re.pdf
Каталог ВА57 https://files.keaz.ru/f/4521/katalog-va57.pdf";"Предельная коммутационная способность переменного тока Icu (кА)2 = 20
Номинальная рабочая наибольшая отключающая способность Ics (% Icu) = 100
Предельная коммутационная способность переменного тока Icu при 690AC (кА) = 12
Предельная коммутационная способность переменного тока Icu при 400АС (кА) = 20";0
Выключатель автоматический ВА57-35-340050-100А-1000-690AC-УХЛ3-АЭС-КЭАЗ;323621;63890.18;"Сайт https://keaz.ru/catalog/product/323621
Опросный лист ВА57 https://files.keaz.ru/f/20766/oprosniy-list-va57-.doc
Руководство по эксплуатации ВА57-35, ВА57Ф35 https://files.keaz.ru/f/7794/rukovodstvo-po-ekspluatacii-vikluchateley-avtomaticheskih-va57-35va57f35-gjik-641453.001re.pdf
Каталог ВА57 https://files.keaz.ru/f/4521/katalog-va57.pdf";"Предельная коммутационная способность переменного тока Icu (кА)2 = 30
Номинальная рабочая наибольшая отключающая способность Ics (% Icu) = 100
Предельная коммутационная способность переменного тока Icu при 690AC (кА) = 15
Предельная коммутационная способность переменного тока Icu при 400АС (кА) = 30";0
Выключатель автоматический ВА57-35-341110-50А-250-690AC-УХЛ3-АЭС-КЭАЗ;279655;19315.04;"Сайт https://keaz.ru/catalog/product/279655
Опросный лист ВА57 https://files.keaz.ru/f/20766/oprosniy-list-va57-.doc
Руководство по эксплуатации ВА57-35, ВА57Ф35 https://files.keaz.ru/f/7794/rukovodstvo-po-ekspluatacii-vikluchateley-avtomaticheskih-va57-35va57f35-gjik-641453.001re.pdf
Каталог ВА57 https://files.keaz.ru/f/4521/katalog-va57.pdf";"Предельная коммутационная способность переменного тока Icu (кА)2 = 15
Номинальная рабочая наибольшая отключающая способность Ics (% Icu) = 100
Предельная коммутационная способность переменного тока Icu при 690AC (кА) = 12
Предельная коммутационная способность переменного тока Icu при 400АС (кА) = 15";0
